match_id,player,row,deuce_wide,deuce_middle,deuce_t,ad_wide,ad_middle,ad_t,err_net,err_wide,err_deep,err_wide_deep,err_foot,err_unknown
20240607-M-Roland_Garros-SF-Carlos_Alcaraz-Jannik_Sinner,Jannik Sinner,2,10,14,9,10,16,0,27,9,25,6,0,0
20240602-M-Roland_Garros-R16-Carlos_Alcaraz-Felix_Auger_Aliassime,Carlos Alcaraz,Total,13,0,30,30,4,2,11,3,14,0,0,0
20240602-M-Roland_Garros-R16-Carlos_Alcaraz-Felix_Auger_Aliassime,Carlos Alcaraz,1,11,0,18,21,1,2,0,0,0,0,0,0
20240602-M-Roland_Garros-R16-Carlos_Alcaraz-Felix_Auger_Aliassime,Carlos Alcaraz,2,2,0,12,9,3,0,11,3,14,0,0,0
20240602-M-Roland_Garros-R16-Carlos_Alcaraz-Felix_Auger_Aliassime,Felix Auger Aliassime,Total,19,4,21,22,6,11,19,9,13,0,0,0
20240602-M-Roland_Garros-R16-Carlos_Alcaraz-Felix_Auger_Aliassime,Felix Auger Aliassime,1,13,1,11,14,0,8,0,0,0,0,0,0
20240602-M-Roland_Garros-R16-Carlos_Alcaraz-Felix_Auger_Aliassime,Felix Auger Aliassime,2,6,3,10,8,6,3,19,9,13,0,0,0
20240531-M-Roland_Garros-R32-Sebastian_Korda-Carlos_Alcaraz,Sebastian Korda,Total,22,10,31,38,4,19,29,8,15,2,0,0
20240531-M-Roland_Garros-R32-Sebastian_Korda-Carlos_Alcaraz,Sebastian Korda,1,18,3,17,20,1,13,0,0,0,0,0,0
20240531-M-Roland_Garros-R32-Sebastian_Korda-Carlos_Alcaraz,Sebastian Korda,2,4,7,14,18,3,6,29,8,15,2,0,0
20240531-M-Roland_Garros-R32-Sebastian_Korda-Carlos_Alcaraz,Carlos Alcaraz,Total,21,9,17,22,16,5,6,3,10,1,0,0
20240531-M-Roland_Garros-R32-Sebastian_Korda-Carlos_Alcaraz,Carlos Alcaraz,1,19,8,12,14,12,5,0,0,0,0,0,0
20240531-M-Roland_Garros-R32-Sebastian_Korda-Carlos_Alcaraz,Carlos Alcaraz,2,2,1,5,8,4,0,6,3,10,1,0,0
20240529-M-Roland_Garros-R64-Jesper_De_Jong-Carlos_Alcaraz,Jesper De Jong,Total,18,18,30,29,14,15,32,6,17,3,0,1
20240529-M-Roland_Garros-R64-Jesper_De_Jong-Carlos_Alcaraz,Jesper De Jong,1,15,7,15,19,5,11,0,0,0,0,0,0
20240529-M-Roland_Garros-R64-Jesper_De_Jong-Carlos_Alcaraz,Jesper De Jong,2,3,11,15,10,9,4,32,6,17,3,0,1
20240529-M-Roland_Garros-R64-Jesper_De_Jong-Carlos_Alcaraz,Carlos Alcaraz,Total,14,22,22,34,13,7,15,4,16,1,0,0
20240529-M-Roland_Garros-R64-Jesper_De_Jong-Carlos_Alcaraz,Carlos Alcaraz,1,13,11,16,24,10,4,0,0,0,0,0,0
20240529-M-Roland_Garros-R64-Jesper_De_Jong-Carlos_Alcaraz,Carlos Alcaraz,2,1,11,6,10,3,3,15,4,16,1,0,0
20240526-M-Roland_Garros-R128-Carlos_Alcaraz-J_J_Wolf,Carlos Alcaraz,Total,11,3,20,22,7,3,14,3,2,1,0,0
20240526-M-Roland_Garros-R128-Carlos_Alcaraz-J_J_Wolf,Carlos Alcaraz,1,10,2,13,15,4,3,0,0,0,0,0,0
20240526-M-Roland_Garros-R128-Carlos_Alcaraz-J_J_Wolf,Carlos Alcaraz,2,1,1,7,7,3,0,14,3,2,1,0,0
20240526-M-Roland_Garros-R128-Carlos_Alcaraz-J_J_Wolf,J J Wolf,Total,12,4,18,24,1,5,18,3,9,0,0,0
20240526-M-Roland_Garros-R128-Carlos_Alcaraz-J_J_Wolf,J J Wolf,1,8,0,9,13,1,4,0,0,0,0,0,0
20240526-M-Roland_Garros-R128-Carlos_Alcaraz-J_J_Wolf,J J Wolf,2,4,4,9,11,0,1,18,3,9,0,0,0
20240501-M-Madrid_Masters-QF-Andrey_Rublev-Carlos_Alcaraz,Andrey Rublev,Total,20,3,22,27,1,13,16,4,4,0,0,0
20240501-M-Madrid_Masters-QF-Andrey_Rublev-Carlos_Alcaraz,Andrey Rublev,1,20,0,15,16,0,13,0,0,0,0,0,0
20240501-M-Madrid_Masters-QF-Andrey_Rublev-Carlos_Alcaraz,Andrey Rublev,2,0,3,7,11,1,0,16,4,4,0,0,0
20240501-M-Madrid_Masters-QF-Andrey_Rublev-Carlos_Alcaraz,Carlos Alcaraz,Total,12,3,28,35,1,2,14,4,8,0,0,0
20240501-M-Madrid_Masters-QF-Andrey_Rublev-Carlos_Alcaraz,Carlos Alcaraz,1,10,3,17,25,0,2,0,0,0,0,0,0
20240501-M-Madrid_Masters-QF-Andrey_Rublev-Carlos_Alcaraz,Carlos Alcaraz,2,2,0,11,10,1,0,14,4,8,0,0,0
20240426-M-Madrid_Masters-R64-Alexander_Shevchenko-Carlos_Alcaraz,Alexander Shevchenko,Total,8,5,16,18,4,4,12,3,7,0,0,0
20240426-M-Madrid_Masters-R64-Alexander_Shevchenko-Carlos_Alcaraz,Alexander Shevchenko,1,6,1,10,12,1,3,0,0,0,0,0,0
20240426-M-Madrid_Masters-R64-Alexander_Shevchenko-Carlos_Alcaraz,Alexander Shevchenko,2,2,4,6,6,3,1,12,3,7,0,0,0
20240426-M-Madrid_Masters-R64-Alexander_Shevchenko-Carlos_Alcaraz,Carlos Alcaraz,Total,8,1,11,13,2,3,7,2,2,0,0,0
20240426-M-Madrid_Masters-R64-Alexander_Shevchenko-Carlos_Alcaraz,Carlos Alcaraz,1,6,0,7,9,2,3,0,0,0,0,0,0
20240426-M-Madrid_Masters-R64-Alexander_Shevchenko-Carlos_Alcaraz,Carlos Alcaraz,2,2,1,4,4,0,0,7,2,2,0,0,0
20240328-M-Miami_Masters-QF-Grigor_Dimitrov-Carlos_Alcaraz,Grigor Dimitrov,Total,12,10,7,10,8,9,12,2,7,0,0,0
20240328-M-Miami_Masters-QF-Grigor_Dimitrov-Carlos_Alcaraz,Grigor Dimitrov,1,9,3,5,8,2,8,0,0,0,0,0,0
20240328-M-Miami_Masters-QF-Grigor_Dimitrov-Carlos_Alcaraz,Grigor Dimitrov,2,3,7,2,2,6,1,12,2,7,0,0,0
20240328-M-Miami_Masters-QF-Grigor_Dimitrov-Carlos_Alcaraz,Carlos Alcaraz,Total,6,12,13,9,12,7,10,4,12,2,0,0
20240328-M-Miami_Masters-QF-Grigor_Dimitrov-Carlos_Alcaraz,Carlos Alcaraz,1,5,6,6,4,8,5,0,0,0,0,0,0
20240328-M-Miami_Masters-QF-Grigor_Dimitrov-Carlos_Alcaraz,Carlos Alcaraz,2,1,6,7,5,4,2,10,4,12,2,0,0
20240326-M-Miami_Masters-R32-Gael_Monfils-Carlos_Alcaraz,Gael Monfils,Total,17,2,5,11,0,12,9,6,8,0,0,0
20240326-M-Miami_Masters-R32-Gael_Monfils-Carlos_Alcaraz,Gael Monfils,1,9,0,5,8,0,8,0,0,0,0,0,0
20240326-M-Miami_Masters-R32-Gael_Monfils-Carlos_Alcaraz,Gael Monfils,2,8,2,0,3,0,4,9,6,8,0,0,0
20240326-M-Miami_Masters-R32-Gael_Monfils-Carlos_Alcaraz,Carlos Alcaraz,Total,10,3,12,13,3,6,3,0,6,0,0,0
20240326-M-Miami_Masters-R32-Gael_Monfils-Carlos_Alcaraz,Carlos Alcaraz,1,10,1,8,11,2,6,0,0,0,0,0,0
20240326-M-Miami_Masters-R32-Gael_Monfils-Carlos_Alcaraz,Carlos Alcaraz,2,0,2,4,2,1,0,3,0,6,0,0,0
20240326-M-Miami_Masters-R16-Lorenzo_Musetti-Carlos_Alcaraz,Lorenzo Musetti,Total,11,7,13,20,1,7,8,0,11,0,0,0
20240326-M-Miami_Masters-R16-Lorenzo_Musetti-Carlos_Alcaraz,Lorenzo Musetti,1,9,2,8,15,0,6,0,0,0,0,0,0
20240326-M-Miami_Masters-R16-Lorenzo_Musetti-Carlos_Alcaraz,Lorenzo Musetti,2,2,5,5,5,1,1,8,0,11,0,0,0
20240326-M-Miami_Masters-R16-Lorenzo_Musetti-Carlos_Alcaraz,Carlos Alcaraz,Total,18,6,5,11,7,8,11,4,6,0,0,0
20240326-M-Miami_Masters-R16-Lorenzo_Musetti-Carlos_Alcaraz,Carlos Alcaraz,1,11,3,3,4,7,7,0,0,0,0,0,0
20240326-M-Miami_Masters-R16-Lorenzo_Musetti-Carlos_Alcaraz,Carlos Alcaraz,2,7,3,2,7,0,1,11,4,6,0,0,0
20240323-M-Miami_Masters-R64-Roberto_Carballes_Baena-Carlos_Alcaraz,Roberto Carballes Baena,Total,13,7,8,13,6,6,17,0,6,0,0,0
20240323-M-Miami_Masters-R64-Roberto_Carballes_Baena-Carlos_Alcaraz,Roberto Carballes Baena,1,10,2,3,9,3,6,0,0,0,0,0,0
20240323-M-Miami_Masters-R64-Roberto_Carballes_Baena-Carlos_Alcaraz,Roberto Carballes Baena,2,3,5,5,4,3,0,17,0,6,0,0,0
20240323-M-Miami_Masters-R64-Roberto_Carballes_Baena-Carlos_Alcaraz,Carlos Alcaraz,Total,17,4,4,17,3,3,8,0,7,0,0,0
20240323-M-Miami_Masters-R64-Roberto_Carballes_Baena-Carlos_Alcaraz,Carlos Alcaraz,1,14,2,2,11,3,2,0,0,0,0,0,0
20240323-M-Miami_Masters-R64-Roberto_Carballes_Baena-Carlos_Alcaraz,Carlos Alcaraz,2,3,2,2,6,0,1,8,0,7,0,0,0
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Daniil Medvedev,Total,23,7,10,15,12,12,10,8,16,0,0,0
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Daniil Medvedev,1,16,1,8,10,3,10,0,0,0,0,0,0
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Daniil Medvedev,2,7,6,2,5,9,2,10,8,16,0,0,0
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Carlos Alcaraz,Total,14,14,5,13,8,8,9,3,9,2,0,0
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Carlos Alcaraz,1,10,7,3,10,2,8,0,0,0,0,0,0
20240317-M-Indian_Wells_Masters-F-Daniil_Medvedev-Carlos_Alcaraz,Carlos Alcaraz,2,4,7,2,3,6,0,9,3,9,2,0,0
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,Total,20,9,9,22,3,11,12,8,9,1,0,0
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,1,14,5,5,11,2,9,0,0,0,0,0,0
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Jannik Sinner,2,6,4,4,11,1,2,12,8,9,1,0,0
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Carlos Alcaraz,Total,12,16,10,15,11,8,13,1,13,0,0,0
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Carlos Alcaraz,1,12,9,7,6,6,7,0,0,0,0,0,0
20240316-M-Indian_Wells_Masters-SF-Jannik_Sinner-Carlos_Alcaraz,Carlos Alcaraz,2,0,7,3,9,5,1,13,1,13,0,0,0
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,Total,10,6,5,4,6,8,3,3,3,0,0,0
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,1,9,3,3,4,3,8,0,0,0,0,0,0
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Carlos Alcaraz,2,1,3,2,0,3,0,3,3,3,0,0,0
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,Total,12,1,19,14,2,15,6,1,6,3,0,0
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,1,12,0,12,11,0,14,0,0,0,0,0,0
20240314-M-Indian_Wells_Masters-QF-Carlos_Alcaraz-Alexander_Zverev,Alexander Zverev,2,0,1,7,3,2,1,6,1,6,3,0,0
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,Total,9,1,20,16,4,8,12,7,8,0,0,0
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,1,8,0,11,9,1,3,0,0,0,0,0,0
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Fabian Marozsan,2,1,1,9,7,3,5,12,7,8,0,0,0
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,Total,7,4,15,9,3,11,11,2,7,0,0,0
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,1,6,0,7,5,2,11,0,0,0,0,0,0
20240312-M-Indian_Wells_Masters-R16-Fabian_Marozsan-Carlos_Alcaraz,Carlos Alcaraz,2,1,4,8,4,1,0,11,2,7,0,0,0
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Felix Auger Aliassime,Total,12,10,7,9,6,8,8,4,8,2,0,0
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Felix Auger Aliassime,1,10,4,3,6,4,8,0,0,0,0,0,0
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Felix Auger Aliassime,2,2,6,4,3,2,0,8,4,8,2,0,0
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Carlos Alcaraz,Total,9,8,7,12,2,6,4,1,6,2,0,0
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Carlos Alcaraz,1,7,7,4,6,2,6,0,0,0,0,0,0
20240310-M-Indian_Wells_Masters-R32-Felix_Auger_Aliassime-Carlos_Alcaraz,Carlos Alcaraz,2,2,1,3,6,0,0,4,1,6,2,0,0
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Matteo Arnaldi,Total,21,6,20,30,7,8,19,10,9,2,0,0
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Matteo Arnaldi,1,18,0,12,13,2,7,0,0,0,0,0,0
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Matteo Arnaldi,2,3,6,8,17,5,1,19,10,9,2,0,0
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Carlos Alcaraz,Total,18,9,13,22,5,9,15,6,11,2,0,0
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Carlos Alcaraz,1,13,6,4,7,5,8,0,0,0,0,0,0
20240308-M-Indian_Wells_Masters-R64-Matteo_Arnaldi-Carlos_Alcaraz,Carlos Alcaraz,2,5,3,9,15,0,1,15,6,11,2,0,0
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Carlos Alcaraz,Total,15,1,15,22,2,4,4,1,15,0,0,0
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Carlos Alcaraz,1,11,1,5,17,2,4,0,0,0,0,0,0
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Carlos Alcaraz,2,4,0,10,5,0,0,4,1,15,0,0,0
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Nicolas Jarry,Total,15,0,25,20,0,15,14,6,6,0,0,0
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Nicolas Jarry,1,12,0,17,10,0,12,0,0,0,0,0,0
20240217-M-Buenos_Aires-SF-Carlos_Alcaraz-Nicolas_Jarry,Nicolas Jarry,2,3,0,8,10,0,3,14,6,6,0,0,0
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Andrea Vavassori,Total,9,2,21,23,3,6,6,3,13,0,0,0
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Andrea Vavassori,1,6,0,13,18,1,5,0,0,0,0,0,0
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Andrea Vavassori,2,3,2,8,5,2,1,6,3,13,0,0,0
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Carlos Alcaraz,Total,17,6,12,25,5,4,5,5,5,0,0,0
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Carlos Alcaraz,1,14,5,11,16,5,4,0,0,0,0,0,0
20240216-M-Buenos_Aires-QF-Andrea_Vavassori-Carlos_Alcaraz,Carlos Alcaraz,2,3,1,1,9,0,0,5,5,5,0,0,0
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Carlos Alcaraz,Total,13,5,14,18,6,5,7,3,12,0,0,0
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Carlos Alcaraz,1,11,3,9,14,3,4,0,0,0,0,0,0
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Carlos Alcaraz,2,2,2,5,4,3,1,7,3,12,0,0,0
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Camilo Ugo Carabelli,Total,17,14,7,25,6,7,5,9,12,4,0,0
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Camilo Ugo Carabelli,1,8,11,6,18,5,3,0,0,0,0,0,0
20240215-M-Buenos_Aires-R16-Carlos_Alcaraz-Camilo_Ugo_Carabelli,Camilo Ugo Carabelli,2,9,3,1,7,1,4,5,9,12,4,0,0
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Alexander Zverev,Total,25,6,27,17,7,23,2,8,10,0,0,0
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Alexander Zverev,1,25,1,19,16,3,22,0,0,0,0,0,0
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Alexander Zverev,2,0,5,8,1,4,1,2,8,10,0,0,0
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Carlos Alcaraz,Total,34,13,21,20,18,22,12,9,13,4,0,0
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Carlos Alcaraz,1,26,6,16,11,13,20,0,0,0,0,0,0
20240124-M-Australian_Open-QF-Alexander_Zverev-Carlos_Alcaraz,Carlos Alcaraz,2,8,7,5,9,5,2,12,9,13,4,0,0
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Miomir Kecmanovic,Total,18,15,11,19,7,14,10,5,15,1,0,0
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Miomir Kecmanovic,1,15,7,6,10,3,13,0,0,0,0,0,0
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Miomir Kecmanovic,2,3,8,5,9,4,1,10,5,15,1,0,0
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Carlos Alcaraz,Total,17,7,13,19,4,9,5,3,14,0,0,0
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Carlos Alcaraz,1,15,4,6,11,3,8,0,0,0,0,0,0
20240122-M-Australian_Open-R16-Miomir_Kecmanovic-Carlos_Alcaraz,Carlos Alcaraz,2,2,3,7,8,1,1,5,3,14,0,0,0
